asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,total,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV3815,0,8,13,23,0,16,0,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3817,0,60,0,0,0,0,0,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3821,0,0,60,0,0,0,0,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3828,0,0,0,0,0,34,26,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3832,0,0,0,0,0,0,60,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3833,0,0,0,0,0,0,60,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV784,0,0,0,0,57,0,0,0,2,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV812,0,0,0,0,7,2,46,0,4,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17 X sp.
ASV2515,0,0,2,0,0,7,13,33,4,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2823,0,0,0,0,0,6,48,5,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3588,0,0,0,0,0,0,39,20,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV3798,0,0,0,0,0,21,36,2,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3846,0,59,0,0,0,0,0,0,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-30,Dino-Group-II-Clade-30_X,Dino-Group-II-Clade-30 X sp.
ASV3847,0,0,13,5,0,12,0,29,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3848,0,0,59,0,0,0,0,0,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9 X sp.
ASV3856,0,0,0,0,0,0,59,0,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3859,0,0,0,0,0,0,59,0,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3860,0,0,0,0,0,0,59,0,0,59,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV1090,0,0,6,42,9,1,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV1335,0,0,0,50,8,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV2659,0,0,1,46,11,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3663,0,0,0,0,0,0,58,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3873,0,58,0,0,0,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-25,Dino-Group-II-Clade-25_X,Dino-Group-II-Clade-25 X sp.
ASV3874,0,58,0,0,0,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3875,0,58,0,0,0,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV3876,0,0,30,11,17,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3877,0,0,58,0,0,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,Dino-Group-II-Clade-27 X sp.
ASV3878,0,0,39,6,0,13,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3879,0,0,0,58,0,0,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-25,Dino-Group-II-Clade-25_X,Dino-Group-II-Clade-25 X sp.
ASV3886,0,0,0,0,0,58,0,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3889,0,0,0,0,0,0,58,0,0,58,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV2275,0,0,0,0,0,4,42,0,11,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV2595,0,0,16,0,0,11,27,3,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV2760,0,2,0,0,0,22,10,22,1,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3007,0,0,0,0,0,0,0,57,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3577,0,0,0,50,7,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3786,0,0,7,37,13,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,Dino-Group-II-Clade-27 X sp.
ASV3907,57,0,0,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3908,57,0,0,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3909,0,57,0,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3911,0,57,0,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3912,0,57,0,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3913,0,0,57,0,0,0,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3923,0,0,0,0,0,57,0,0,0,57,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV300,0,0,0,33,20,0,0,0,3,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV1171,0,0,0,14,42,0,0,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2310,0,0,2,7,0,6,26,15,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16 X sp.
ASV3269,0,0,0,0,0,12,43,1,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3947,0,56,0,0,0,0,0,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV3954,0,0,0,56,0,0,0,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3955,0,0,0,56,0,0,0,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3961,0,0,0,0,0,0,55,1,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V XX sp.
ASV3962,0,0,0,0,0,0,56,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3963,0,0,0,0,0,0,56,0,0,56,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV1832,0,0,0,0,0,0,55,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2954,0,0,0,0,0,2,53,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3033,0,0,10,0,0,10,33,0,2,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV3981,0,55,0,0,0,0,0,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3982,0,55,0,0,0,0,0,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3983,0,55,0,0,0,0,0,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3984,0,0,55,0,0,0,0,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-36,Dino-Group-II-Clade-36_X,Dino-Group-II-Clade-36 X sp.
ASV3988,0,0,0,4,0,0,18,29,4,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV3994,0,0,0,0,0,0,55,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3995,0,0,0,0,0,0,55,0,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3997,0,0,0,0,0,0,0,55,0,55,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV1661,54,0,0,0,0,0,0,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2458,0,0,0,33,21,0,0,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3985,0,0,3,0,0,43,6,2,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV4017,0,54,0,0,0,0,0,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV4020,0,0,31,0,0,0,10,13,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV4022,0,0,54,0,0,0,0,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV4029,0,0,0,16,33,0,0,0,5,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV4037,0,0,0,0,0,54,0,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20 X sp.
ASV4038,0,0,0,0,0,17,37,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV4040,0,0,0,0,0,0,54,0,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV4044,0,0,0,0,0,0,0,54,0,54,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I_X,Dino-Group-I_XX,Dino-Group-I XX sp.
ASV1851,0,0,0,0,32,0,0,0,21,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26 X sp.
ASV2643,0,0,0,0,3,1,0,44,5,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV4057,53,0,0,0,0,0,0,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16 X sp.
ASV4059,0,53,0,0,0,0,0,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV4062,0,0,0,53,0,0,0,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV4064,0,0,0,16,33,4,0,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV4067,0,0,0,0,23,14,16,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV4071,0,0,0,0,0,0,53,0,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,Dino-Group-II-Clade-27 X sp.
ASV4073,0,0,0,0,0,0,11,42,0,53,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV1176,0,0,0,0,3,39,10,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV1658,0,0,10,12,14,7,0,0,9,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV1844,0,0,11,3,0,15,9,14,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3 X sp.
ASV2206,0,0,0,0,0,5,43,4,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV2885,0,0,16,3,0,0,0,33,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3509,0,0,24,0,0,28,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3658,0,0,0,0,0,35,17,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV4095,52,0,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV4096,52,0,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV4100,0,52,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV4101,0,52,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV4102,0,52,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV4103,0,52,0,0,0,0,0,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV4110,0,0,0,0,0,0,52,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV4111,0,0,0,0,0,0,52,0,0,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV4113,0,0,0,0,0,0,0,0,52,52,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV466,0,0,0,11,32,5,0,0,3,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV903,13,0,0,0,0,0,29,9,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV954,0,0,7,9,0,3,2,0,30,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2040,0,0,2,0,0,12,37,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3453,0,0,34,0,14,0,0,0,3,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44 X sp.
ASV3819,0,19,0,0,0,2,17,13,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV4129,0,51,0,0,0,0,0,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV4131,0,51,0,0,0,0,0,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16 X sp.
ASV4134,0,0,51,0,0,0,0,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV4144,0,0,0,0,0,0,51,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV4145,0,0,0,0,0,0,51,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV4146,0,0,0,0,0,0,51,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV4147,0,0,0,0,0,0,51,0,0,51,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV1961,0,0,0,0,0,0,0,40,10,50,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV2274,0,0,0,0,0,3,9,38,0,50,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV2524,0,0,0,0,0,0,44,6,0,50,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV2651,0,0,0,0,50,0,0,0,0,50,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3785,0,0,1,3,0,11,8,27,0,50,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
